          a            b  c  d   e      J  g  h   position            i                     strength         f      z       label       m       n      o   p  q      r  s  t     u   v   K  y
SymmetricTop Excited  17  9  2 Ground  17  3  1  1499.92650776        -               0.514906936936709   0.0000    :     pQ3B2g(17)    :     Excited v=1 17  2     B2u - Ground v=0 17  3 B2g
SymmetricTop Excited  18 11  2 Ground  18  5  1  1499.92644796        -               0.413274093948887   0.0000    :     pQ4(18)    :     Excited v=1 18  3     E2u - Ground v=0 18  4 E2g
SymmetricTop Excited  19 10  1 Ground  19  4  1  1499.92605504        -               0.327303542508698   0.0000    :     pQ5(19)    :     Excited v=1 19  4     E1u - Ground v=0 19  5 E1g
SymmetricTop Excited   4 10  1 Ground   5  4  1  1499.93493504        -               2.60865579800216    0.0000    :     pP5(5)    :     Excited v=1  4  4     E1u - Ground v=0  5  5 E1g
SymmetricTop Excited  13  7  2 Ground  13  1  1  1499.93401244        -               2.10415838952562    0.0000    :     rQ0(13)    :     Excited v=1 13  1     A2u - Ground v=0 13  0 A2g
SymmetricTop Excited   3  8  1 Ground   4  2  1  1499.93560976        -               1.54624902949904    0.0000    :     pP3B1g(4)    :     Excited v=1  3  2     B1u - Ground v=0  4  3 B1g
SymmetricTop Excited   3  9  1 Ground   4  3  1  1499.93560976        -               1.54624902949904    0.0000    :     pP3B2g(4)    :     Excited v=1  3  2     B2u - Ground v=0  4  3 B2g
SymmetricTop Excited  10 11  3 Ground  10  5  2  1499.93712796        -               1.39691271897098    0.0000    :     rQ2(10)    :     Excited v=1 10  3     E2u - Ground v=0 10  2 E2g
SymmetricTop Excited   9  8  1 Ground   9  2  1  1499.93385704        -               1.3865655932654     0.0000    :     rQ3B1g(9)    :     Excited v=1  9  4     B1u - Ground v=0  9  3 B1g
SymmetricTop Excited   9  9  1 Ground   9  3  1  1499.93385704        -               1.3865655932654     0.0000    :     rQ3B2g(9)    :     Excited v=1  9  4     B2u - Ground v=0  9  3 B2g
SymmetricTop Excited  11 11  3 Ground  11  5  2  1499.92980196        -               1.29580369321197    0.0000    :     rQ2(11)    :     Excited v=1 11  3     E2u - Ground v=0 11  2 E2g
SymmetricTop Excited   8 11  1 Ground   8  5  1  1499.930253          -               1.22746950582917    0.0000    :     rQ4(8)    :     Excited v=1  8  5     E2u - Ground v=0  8  4 E2g
SymmetricTop Excited  12 10  2 Ground  12  4  2  1499.93207376        -               1.18828451884036    0.0000    :     rQ1(12)    :     Excited v=1 12  2     E1u - Ground v=0 12  1 E1g
SymmetricTop Excited   7 11  1 Ground   7  5  1  1499.935581          -               1.09542747158561    0.0000    :     rQ4(7)    :     Excited v=1  7  5     E2u - Ground v=0  7  4 E2g
SymmetricTop Excited  14 10  3 Ground  14  4  2  1499.935618          -               0.90722256167356    0.0000    :     pQ1(14)    :     Excited v=1 14  0    E1u - Ground v=0 14  1 E1g
SymmetricTop Excited  15 11  4 Ground  15  5  2  1499.93689044        -               0.765958509238239   0.0000    :     pQ2(15)    :     Excited v=1 15  1     E2u - Ground v=0 15  2 E2g
SymmetricTop Excited   2 10  2 Ground   3  4  1  1499.93695           -               0.608172626899597   0.0000    :     pP1(3)    :     Excited v=1  2  0    E1u - Ground v=0  3  1 E1g
SymmetricTop Excited  12  6  2 Ground  12  0  1  1499.94267044        -               2.39784424692684    0.0000    :     rQ0(12)    :     Excited v=1 12  1     A1u - Ground v=0 12  0 A1g
SymmetricTop Excited   9 11  3 Ground   9  5  2  1499.94378796        -               1.46372129292781    0.0000    :     rQ2(9)    :     Excited v=1  9  3     E2u - Ground v=0  9  2 E2g
SymmetricTop Excited   8  8  1 Ground   8  2  1  1499.93985104        -               1.37728945256565    0.0000    :     rQ3B1g(8)    :     Excited v=1  8  4     B1u - Ground v=0  8  3 B1g
SymmetricTop Excited   8  9  1 Ground   8  3  1  1499.93985104        -               1.37728945256565    0.0000    :     rQ3B2g(8)    :     Excited v=1  8  4     B2u - Ground v=0  8  3 B2g
SymmetricTop Excited  11 10  2 Ground  11  4  2  1499.94006576        -               1.32102791037683    0.0000    :     rQ1(11)    :     Excited v=1 11  2     E1u - Ground v=0 11  1 E1g
SymmetricTop Excited   6 11  1 Ground   6  5  1  1499.940243          -               0.865058984850495   0.0000    :     rQ4(6)    :     Excited v=1  6  5     E2u - Ground v=0  6  4 E2g
SymmetricTop Excited  16  8  2 Ground  16  2  1  1499.93782976        -               0.635327005595776   0.0000    :     pQ3B1g(16)    :     Excited v=1 16  2     B1u - Ground v=0 16  3 B1g
SymmetricTop Excited  16  9  2 Ground  16  3  1  1499.93782976        -               0.635327005595776   0.0000    :     pQ3B2g(16)    :     Excited v=1 16  2     B2u - Ground v=0 16  3 B2g
SymmetricTop Excited  17 11  2 Ground  17  5  1  1499.93843596        -               0.518905429965498   0.0000    :     pQ4(17)    :     Excited v=1 17  3     E2u - Ground v=0 17  4 E2g
SymmetricTop Excited  18 10  1 Ground  18  4  1  1499.93870904        -               0.418003767259912   0.0000    :     pQ5(18)    :     Excited v=1 18  4     E1u - Ground v=0 18  5 E1g
SymmetricTop Excited   7  8  1 Ground   7  2  1  1499.94517904        -               1.30196829032834    0.0000    :     rQ3B1g(7)    :     Excited v=1  7  4     B1u - Ground v=0  7  3 B1g
SymmetricTop Excited   7  9  1 Ground   7  3  1  1499.94517904        -               1.30196829032834    0.0000    :     rQ3B2g(7)    :     Excited v=1  7  4     B2u - Ground v=0  7  3 B2g
SymmetricTop Excited  13 10  3 Ground  13  4  2  1499.944942          -               1.05628661064517    0.0000    :     pQ1(13)    :     Excited v=1 13  0    E1u - Ground v=0 13  1 E1g
SymmetricTop Excited   5 11  1 Ground   5  5  1  1499.944239          -               0.512643698251808   0.0000    :     rQ4(5)    :     Excited v=1  5  5     E2u - Ground v=0  5  4 E2g
SymmetricTop Excited  10  6  2 Ground  10  0  1  1499.95798844        -               2.90820651858127    0.0000    :     rQ0(10)    :     Excited v=1 10  1     A1u - Ground v=0 10  0 A1g
SymmetricTop Excited   2  8  1 Ground   3  2  1  1499.95980776        -               1.56976129659684    0.0000    :     pP3B1g(3)    :     Excited v=1  2  2     B1u - Ground v=0  3  3 B1g
SymmetricTop Excited   2  9  1 Ground   3  3  1  1499.95980776        -               1.56976129659684    0.0000    :     pP3B2g(3)    :     Excited v=1  2  2     B2u - Ground v=0  3  3 B2g
SymmetricTop Excited   8 10  2 Ground   8  4  2  1499.96004576        -               1.5563428399611     0.0000    :     rQ1(8)    :     Excited v=1  8  2     E1u - Ground v=0  8  1 E1g
SymmetricTop Excited   9 10  2 Ground   9  4  2  1499.95405176        -               1.51517134901956    0.0000    :     rQ1(9)    :     Excited v=1  9  2     E1u - Ground v=0  9  1 E1g
SymmetricTop Excited   7 11  3 Ground   7  5  2  1499.95510996        -               1.4502772115158     0.0000    :     rQ2(7)    :     Excited v=1  7  3     E2u - Ground v=0  7  2 E2g
SymmetricTop Excited   6 11  3 Ground   6  5  2  1499.95977196        -               1.34935254450897    0.0000    :     rQ2(6)    :     Excited v=1  6  3     E2u - Ground v=0  6  2 E2g
SymmetricTop Excited  12 10  3 Ground  12  4  2  1499.9536            -               1.20371678531881    0.0000    :     pQ1(12)    :     Excited v=1 12  0    E1u - Ground v=0 12  1 E1g
SymmetricTop Excited  13 11  4 Ground  13  5  2  1499.95620444        -               1.0572627205236     0.0000    :     pQ2(13)    :     Excited v=1 13  1     E2u - Ground v=0 13  2 E2g
SymmetricTop Excited  14  8  2 Ground  14  2  1  1499.95847576        -               0.909895367741931   0.0000    :     pQ3B1g(14)    :     Excited v=1 14  2     B1u - Ground v=0 14  3 B1g
SymmetricTop Excited  14  9  2 Ground  14  3  1  1499.95847576        -               0.909895367741931   0.0000    :     pQ3B2g(14)    :     Excited v=1 14  2     B2u - Ground v=0 14  3 B2g
SymmetricTop Excited   5  8  1 Ground   5  2  1  1499.95383704        -               0.897335256045515   0.0000    :     rQ3B1g(5)    :     Excited v=1  5  4     B1u - Ground v=0  5  3 B1g
SymmetricTop Excited   5  9  1 Ground   5  3  1  1499.95383704        -               0.897335256045515   0.0000    :     rQ3B2g(5)    :     Excited v=1  5  4     B2u - Ground v=0  5  3 B2g
SymmetricTop Excited  15 11  2 Ground  15  5  1  1499.96041396        -               0.769774010278547   0.0000    :     pQ4(15)    :     Excited v=1 15  3     E2u - Ground v=0 15  4 E2g
SymmetricTop Excited   4  9  1 Ground   4  3  1  1499.95716704        -               0.530142524399671   0.0000    :     rQ3B2g(4)    :     Excited v=1  4  4     B2u - Ground v=0  4  3 B2g
SymmetricTop Excited   4  8  1 Ground   4  2  1  1499.95716704        -               0.530142524399671   0.0000    :     rQ3B1g(4)    :     Excited v=1  4  4     B1u - Ground v=0  4  3 B1g
SymmetricTop Excited   1 10  1 Ground   2  4  1  1499.960482          -               0.478515202199041   0.0000    :     pP1(2)    :     Excited v=1  1  0    E1u - Ground v=0  2  1 E1g
SymmetricTop Excited  11 10  3 Ground  11  4  2  1499.961592          -               1.34135141669032    0.0000    :     pQ1(11)    :     Excited v=1 11  0    E1u - Ground v=0 11  1 E1g
SymmetricTop Excited  16 10  1 Ground  16  4  1  1499.96201904        -               0.641578347669934   0.0000    :     pQ5(16)    :     Excited v=1 16  4     E1u - Ground v=0 16  5 E1g
SymmetricTop Excited   9  7  2 Ground   9  1  1  1499.96464844        -               3.08686928912797    0.0000    :     rQ0(9)    :     Excited v=1  9  1     A2u - Ground v=0  9  0 A2g
SymmetricTop Excited   7 10  2 Ground   7  4  2  1499.96537376        -               1.54765712400546    0.0000    :     rQ1(7)    :     Excited v=1  7  2     E1u - Ground v=0  7  1 E1g
SymmetricTop Excited  12 11  4 Ground  12  5  2  1499.96486244        -               1.2025979697182     0.0000    :     pQ2(12)    :     Excited v=1 12  1     E2u - Ground v=0 12  2 E2g
SymmetricTop Excited   5 11  3 Ground   5  5  2  1499.96376796        -               1.17280755779573    0.0000    :     rQ2(5)    :     Excited v=1  5  3     E2u - Ground v=0  5  2 E2g
SymmetricTop Excited  13  9  2 Ground  13  3  1  1499.96779976        -               1.05460492176396    0.0000    :     pQ3B2g(13)    :     Excited v=1 13  2     B2u - Ground v=0 13  3 B2g
SymmetricTop Excited  13  8  2 Ground  13  2  1  1499.96779976        -               1.05460492176396    0.0000    :     pQ3B1g(13)    :     Excited v=1 13  2     B1u - Ground v=0 13  3 B1g
SymmetricTop Excited   4 11  2 Ground   4  5  2  1499.96709796        -               0.90941890571662    0.0000    :     rQ2(4)    :     Excited v=1  4  3     E2u - Ground v=0  4  2 E2g
SymmetricTop Excited   6 10  2 Ground   6  4  2  1499.97003576        -               1.48143600537461    0.0000    :     rQ1(6)    :     Excited v=1  6  2     E1u - Ground v=0  6  1 E1g
SymmetricTop Excited  10 10  3 Ground  10  4  2  1499.968918          -               1.45991842717741    0.0000    :     pQ1(10)    :     Excited v=1 10  0    E1u - Ground v=0 10  1 E1g
SymmetricTop Excited   3 11  2 Ground   3  5  1  1499.96976196        -               0.538561060425768   0.0000    :     rQ2(3)    :     Excited v=1  3  3     E2u - Ground v=0  3  2 E2g
SymmetricTop Excited   7  7  2 Ground   7  1  1  1499.97597044        -               3.19716957589239    0.0000    :     rQ0(7)    :     Excited v=1  7  1     A2u - Ground v=0  7  0 A2g
SymmetricTop Excited   6  6  2 Ground   6  0  1  1499.98063244        -               3.09862376956373    0.0000    :     rQ0(6)    :     Excited v=1  6  1     A1u - Ground v=0  6  0 A1g
SymmetricTop Excited   9 10  3 Ground   9  4  2  1499.975578          -               1.54960706149728    0.0000    :     pQ1(9)    :     Excited v=1  9  0    E1u - Ground v=0  9  1 E1g
SymmetricTop Excited  10 11  4 Ground  10  5  2  1499.98018044        -               1.4506401312391     0.0000    :     pQ2(10)    :     Excited v=1 10  1     E2u - Ground v=0 10  2 E2g
SymmetricTop Excited   5 10  2 Ground   5  4  2  1499.97403176        -               1.35199012155317    0.0000    :     rQ1(5)    :     Excited v=1  5  2     E1u - Ground v=0  5  1 E1g
SymmetricTop Excited  11 11  4 Ground  11  5  2  1499.97285444        -               1.3369403183933     0.0000    :     pQ2(11)    :     Excited v=1 11  1     E2u - Ground v=0 11  2 E2g
SymmetricTop Excited  12  9  2 Ground  12  3  1  1499.97645776        -               1.194971965121      0.0000    :     pQ3B2g(12)    :     Excited v=1 12  2     B2u - Ground v=0 12  3 B2g
SymmetricTop Excited  12  8  2 Ground  12  2  1  1499.97645776        -               1.194971965121      0.0000    :     pQ3B1g(12)    :     Excited v=1 12  2     B1u - Ground v=0 12  3 B1g
SymmetricTop Excited   4 10  2 Ground   4  4  1  1499.97736176        -               1.15533630477324    0.0000    :     rQ1(4)    :     Excited v=1  4  2     E1u - Ground v=0  4  1 E1g
SymmetricTop Excited  13 11  2 Ground  13  5  1  1499.97972796        -               1.0475130549759     0.0000    :     pQ4(13)    :     Excited v=1 13  3     E2u - Ground v=0 13  4 E2g
SymmetricTop Excited   3 10  1 Ground   3  4  1  1499.98002576        -               0.886918414228579   0.0000    :     rQ1(3)    :     Excited v=1  3  2     E1u - Ground v=0  3  1 E1g
SymmetricTop Excited  15 10  1 Ground  15  4  1  1499.97267504        -               0.769929853570637   0.0000    :     pQ5(15)    :     Excited v=1 15  4     E1u - Ground v=0 15  5 E1g
SymmetricTop Excited   5  7  2 Ground   5  1  1  1499.98462844        -               2.88558183263918    0.0000    :     rQ0(5)    :     Excited v=1  5  1     A2u - Ground v=0  5  0 A2g
SymmetricTop Excited   8 10  3 Ground   8  4  2  1499.981572          -               1.60080977824571    0.0000    :     pQ1(8)    :     Excited v=1  8  0    E1u - Ground v=0  8  1 E1g
SymmetricTop Excited  11  9  2 Ground  11  3  1  1499.98444976        -               1.32192228935778    0.0000    :     pQ3B2g(11)    :     Excited v=1 11  2     B2u - Ground v=0 11  3 B2g
SymmetricTop Excited  11  8  2 Ground  11  2  1  1499.98444976        -               1.32192228935778    0.0000    :     pQ3B1g(11)    :     Excited v=1 11  2     B1u - Ground v=0 11  3 B1g
SymmetricTop Excited  14 10  1 Ground  14  4  1  1499.98266504        -               0.903334019487239   0.0000    :     pQ5(14)    :     Excited v=1 14  4     E1u - Ground v=0 14  5 E1g
SymmetricTop Excited   2 10  1 Ground   2  4  1  1499.98202376        -               0.531683557998934   0.0000    :     rQ1(2)    :     Excited v=1  2  2     E1u - Ground v=0  2  1 E1g
SymmetricTop Excited   0 10  1 Ground   1  4  1  1499.983348          -               0.329364068478916   0.0000    :     pP1(1)    :     Excited v=1  0  0    E1u - Ground v=0  1  1 E1g
SymmetricTop Excited   4  6  1 Ground   4  0  1  1499.98795844        -               2.5571874505278     0.0000    :     rQ0(4)    :     Excited v=1  4  1     A1u - Ground v=0  4  0 A1g
SymmetricTop Excited   3  7  1 Ground   3  1  1  1499.99062244        -               2.1201255075843     0.0000    :     rQ0(3)    :     Excited v=1  3  1     A2u - Ground v=0  3  0 A2g
SymmetricTop Excited   7 10  3 Ground   7  4  2  1499.9869            -               1.60497775822788    0.0000    :     pQ1(7)    :     Excited v=1  7  0    E1u - Ground v=0  7  1 E1g
SymmetricTop Excited   2  6  1 Ground   2  0  1  1499.99262044        -               1.58869724541851    0.0000    :     rQ0(2)    :     Excited v=1  2  1     A1u - Ground v=0  2  0 A1g
SymmetricTop Excited   8 11  4 Ground   8  5  2  1499.99283444        -               1.57508972796281    0.0000    :     pQ2(8)    :     Excited v=1  8  1     E2u - Ground v=0  8  2 E2g
SymmetricTop Excited   6 10  3 Ground   6  4  2  1499.991562          -               1.55550780564334    0.0000    :     pQ1(6)    :     Excited v=1  6  0    E1u - Ground v=0  6  1 E1g
SymmetricTop Excited   9 11  4 Ground   9  5  2  1499.98684044        -               1.53342230687675    0.0000    :     pQ2(9)    :     Excited v=1  9  1     E2u - Ground v=0  9  2 E2g
SymmetricTop Excited  10  8  2 Ground  10  2  1  1499.99177576        -               1.42506929804919    0.0000    :     pQ3B1g(10)    :     Excited v=1 10  2     B1u - Ground v=0 10  3 B1g
SymmetricTop Excited  10  9  2 Ground  10  3  1  1499.99177576        -               1.42506929804919    0.0000    :     pQ3B2g(10)    :     Excited v=1 10  2     B2u - Ground v=0 10  3 B2g
SymmetricTop Excited  12 11  2 Ground  12  5  1  1499.98838596        -               1.17967492011498    0.0000    :     pQ4(12)    :     Excited v=1 12  3     E2u - Ground v=0 12  4 E2g
SymmetricTop Excited  13 10  1 Ground  13  4  1  1499.99198904        -               1.03472661250513    0.0000    :     pQ5(13)    :     Excited v=1 13  4     E1u - Ground v=0 13  5 E1g
SymmetricTop Excited   7 11  4 Ground   7  5  2  1499.99816244        -               1.56629938843706    0.0000    :     pQ2(7)    :     Excited v=1  7  1     E2u - Ground v=0  7  2 E2g
SymmetricTop Excited   5 10  3 Ground   5  4  2  1499.995558          -               1.44856084452125    0.0000    :     pQ1(5)    :     Excited v=1  5  0    E1u - Ground v=0  5  1 E1g
SymmetricTop Excited  11 11  2 Ground  11  5  1  1499.99637796        -               1.29464298716306    0.0000    :     pQ4(11)    :     Excited v=1 11  3     E2u - Ground v=0 11  4 E2g
SymmetricTop Excited   1  7  1 Ground   1  1  1  1499.99395244        -               0.984156422481163   0.0000    :     rQ0(1)    :     Excited v=1  1  1     A2u - Ground v=0  1  0 A2g
SymmetricTop Excited   9  8  2 Ground   9  2  1  1499.99843576        -               1.49322448505505    0.0000    :     pQ3B1g(9)    :     Excited v=1  9  2     B1u - Ground v=0  9  3 B1g
SymmetricTop Excited   9  9  2 Ground   9  3  1  1499.99843576        -               1.49322448505505    0.0000    :     pQ3B2g(9)    :     Excited v=1  9  2     B2u - Ground v=0  9  3 B2g
SymmetricTop Excited   4 10  3 Ground   4  4  1  1499.998888          -               1.2837070053036     0.0000    :     pQ1(4)    :     Excited v=1  4  0    E1u - Ground v=0  4  1 E1g
SymmetricTop Excited  12 10  1 Ground  12  4  1  1500.00064704        -               1.15488527573289    0.0000    :     pQ5(12)    :     Excited v=1 12  4     E1u - Ground v=0 12  5 E1g
SymmetricTop Excited   3 10  2 Ground   3  4  1  1500.001552          -               1.0643020970743     0.0000    :     pQ1(3)    :     Excited v=1  3  0    E1u - Ground v=0  3  1 E1g
SymmetricTop Excited   8  8  2 Ground   8  2  1  1500.00442976        -               1.51501839782221    0.0000    :     pQ3B1g(8)    :     Excited v=1  8  2     B1u - Ground v=0  8  3 B1g
SymmetricTop Excited   8  9  2 Ground   8  3  1  1500.00442976        -               1.51501839782221    0.0000    :     pQ3B2g(8)    :     Excited v=1  8  2     B2u - Ground v=0  8  3 B2g
SymmetricTop Excited   6 11  4 Ground   6  5  2  1500.00282444        -               1.49928060500997    0.0000    :     pQ2(6)    :     Excited v=1  6  1     E2u - Ground v=0  6  2 E2g
SymmetricTop Excited  10 11  2 Ground  10  5  1  1500.00370396        -               1.38089964155268    0.0000    :     pQ4(10)    :     Excited v=1 10  3     E2u - Ground v=0 10  4 E2g
SymmetricTop Excited   5 11  4 Ground   5  5  2  1500.00682044        -               1.36827548409502    0.0000    :     pQ2(5)    :     Excited v=1  5  1     E2u - Ground v=0  5  2 E2g
SymmetricTop Excited   2 10  2 Ground   2  4  1  1500.00355           -               0.797525336998401   0.0000    :     pQ1(2)    :     Excited v=1  2  0    E1u - Ground v=0  2  1 E1g
SymmetricTop Excited   1 10  1 Ground   1  4  1  1500.004882          -               0.494046102718374   0.0000    :     pQ1(1)    :     Excited v=1  1  0    E1u - Ground v=0  1  1 E1g
SymmetricTop Excited   7  8  2 Ground   7  2  1  1500.00975776        -               1.47950942082766    0.0000    :     pQ3B1g(7)    :     Excited v=1  7  2     B1u - Ground v=0  7  3 B1g
SymmetricTop Excited   7  9  2 Ground   7  3  1  1500.00975776        -               1.47950942082766    0.0000    :     pQ3B2g(7)    :     Excited v=1  7  2     B2u - Ground v=0  7  3 B2g
SymmetricTop Excited   9 11  2 Ground   9  5  1  1500.01036396        -               1.425849921599      0.0000    :     pQ4(9)    :     Excited v=1  9  3     E2u - Ground v=0  9  4 E2g
SymmetricTop Excited  11 10  1 Ground  11  4  1  1500.00863904        -               1.25252637981494    0.0000    :     pQ5(11)    :     Excited v=1 11  4     E1u - Ground v=0 11  5 E1g
SymmetricTop Excited   4 11  3 Ground   4  5  2  1500.01015044        -               1.16925287877851    0.0000    :     pQ2(4)    :     Excited v=1  4  1     E2u - Ground v=0  4  2 E2g
SymmetricTop Excited   3 11  3 Ground   3  5  1  1500.01281444        -               0.897601767376279   0.0000    :     pQ2(3)    :     Excited v=1  3  1     E2u - Ground v=0  3  2 E2g
SymmetricTop Excited   8 11  2 Ground   8  5  1  1500.01635796        -               1.41631096826443    0.0000    :     pQ4(8)    :     Excited v=1  8  3     E2u - Ground v=0  8  4 E2g
SymmetricTop Excited   6  8  2 Ground   6  2  1  1500.01441976        -               1.37655048687708    0.0000    :     pQ3B1g(6)    :     Excited v=1  6  2     B1u - Ground v=0  6  3 B1g
SymmetricTop Excited   6  9  2 Ground   6  3  1  1500.01441976        -               1.37655048687708    0.0000    :     pQ3B2g(6)    :     Excited v=1  6  2     B2u - Ground v=0  6  3 B2g
SymmetricTop Excited   7 11  2 Ground   7  5  1  1500.02168596        -               1.33885579860463    0.0000    :     pQ4(7)    :     Excited v=1  7  3     E2u - Ground v=0  7  4 E2g
SymmetricTop Excited  10 10  1 Ground  10  4  1  1500.01596504        -               1.31455460917322    0.0000    :     pQ5(10)    :     Excited v=1 10  4     E1u - Ground v=0 10  5 E1g
SymmetricTop Excited   5  9  2 Ground   5  3  1  1500.01841576        -               1.19644700806069    0.0000    :     pQ3B2g(5)    :     Excited v=1  5  2     B2u - Ground v=0  5  3 B2g
SymmetricTop Excited   5  8  2 Ground   5  2  1  1500.01841576        -               1.19644700806069    0.0000    :     pQ3B1g(5)    :     Excited v=1  5  2     B1u - Ground v=0  5  3 B1g
SymmetricTop Excited   4  8  2 Ground   4  2  1  1500.02174576        -               0.927749417699424   0.0000    :     pQ3B1g(4)    :     Excited v=1  4  2     B1u - Ground v=0  4  3 B1g
SymmetricTop Excited   4  9  2 Ground   4  3  1  1500.02174576        -               0.927749417699424   0.0000    :     pQ3B2g(4)    :     Excited v=1  4  2     B2u - Ground v=0  4  3 B2g
SymmetricTop Excited   1  6  1 Ground   0  0  1  1500.01615244        -               0.666666666666667   0.0000    :     rR0(0)    :     Excited v=1  1  1     A1u - Ground v=0  0  0 A1g
SymmetricTop Excited   2 11  1 Ground   2  5  1  1500.01481244        -               0.538087938742194   0.0000    :     pQ2(2)    :     Excited v=1  2  1     E2u - Ground v=0  2  2 E2g
SymmetricTop Excited   9 10  1 Ground   9  4  1  1500.02262504        -               1.32640861832472    0.0000    :     pQ5(9)    :     Excited v=1  9  4     E1u - Ground v=0  9  5 E1g
SymmetricTop Excited   6 11  2 Ground   6  5  1  1500.02634796        -               1.17962588843249    0.0000    :     pQ4(6)    :     Excited v=1  6  3     E2u - Ground v=0  6  4 E2g
SymmetricTop Excited   2 10  1 Ground   1  4  1  1500.02642376        -               0.988092205436748   0.0000    :     rR1(1)    :     Excited v=1  2  2     E1u - Ground v=0  1  1 E1g
SymmetricTop Excited   3  8  1 Ground   3  2  1  1500.02440976        -               0.549416453808894   0.0000    :     pQ3B1g(3)    :     Excited v=1  3  2     B1u - Ground v=0  3  3 B1g
SymmetricTop Excited   3  9  1 Ground   3  3  1  1500.02440976        -               0.549416453808894   0.0000    :     pQ3B2g(3)    :     Excited v=1  3  2     B2u - Ground v=0  3  3 B2g
SymmetricTop Excited   8 10  1 Ground   8  4  1  1500.02861904        -               1.27236230239903    0.0000    :     pQ5(8)    :     Excited v=1  8  4     E1u - Ground v=0  8  5 E1g
SymmetricTop Excited   7 10  1 Ground   7  4  1  1500.03394704        -               1.13549103520604    0.0000    :     pQ5(7)    :     Excited v=1  7  4     E1u - Ground v=0  7  5 E1g
SymmetricTop Excited   5 11  2 Ground   5  5  1  1500.03034396        -               0.922758656853254   0.0000    :     pQ4(5)    :     Excited v=1  5  3     E2u - Ground v=0  5  4 E2g
SymmetricTop Excited   4 11  1 Ground   4  5  1  1500.03367396        -               0.545162580496024   0.0000    :     pQ4(4)    :     Excited v=1  4  3     E2u - Ground v=0  4  4 E2g
SymmetricTop Excited   3 11  2 Ground   2  5  1  1500.03636196        -               1.61426381622658    0.0000    :     rR2(2)    :     Excited v=1  3  3     E2u - Ground v=0  2  2 E2g
SymmetricTop Excited   2  7  1 Ground   1  1  1  1500.03702044        -               0.984156422481164   0.0000    :     rR0(1)    :     Excited v=1  2  1     A2u - Ground v=0  1  0 A2g
SymmetricTop Excited   6 10  1 Ground   6  4  1  1500.03860904        -               0.896697177769666   0.0000    :     pQ5(6)    :     Excited v=1  6  4     E1u - Ground v=0  6  5 E1g
SymmetricTop Excited   5 10  1 Ground   5  4  1  1500.04260504        -               0.531392847741182   0.0000    :     pQ5(5)    :     Excited v=1  5  4     E1u - Ground v=0  5  5 E1g
SymmetricTop Excited   4  8  1 Ground   3  2  1  1500.04596704        -               2.19766581523557    0.0000    :     rR3B1g(3)    :     Excited v=1  4  4     B1u - Ground v=0  3  3 B1g
SymmetricTop Excited   4  9  1 Ground   3  3  1  1500.04596704        -               2.19766581523557    0.0000    :     rR3B2g(3)    :     Excited v=1  4  4     B2u - Ground v=0  3  3 B2g
SymmetricTop Excited   5 11  1 Ground   4  5  1  1500.055239          -               2.72581290248012    0.0000    :     rR4(4)    :     Excited v=1  5  5     E2u - Ground v=0  4  4 E2g
SymmetricTop Excited   4 11  2 Ground   3  5  1  1500.05589796        -               1.6156831812773     0.0000    :     rR2(3)    :     Excited v=1  4  3     E2u - Ground v=0  3  2 E2g
SymmetricTop Excited   3  6  1 Ground   2  0  1  1500.05722244        -               1.27095779633481    0.0000    :     rR0(2)    :     Excited v=1  3  1     A1u - Ground v=0  2  0 A1g
SymmetricTop Excited   5  8  1 Ground   4  2  1  1500.06483704        -               2.12057009759868    0.0000    :     rR3B1g(4)    :     Excited v=1  5  4     B1u - Ground v=0  4  3 B1g
SymmetricTop Excited   5  9  1 Ground   4  3  1  1500.06483704        -               2.12057009759868    0.0000    :     rR3B2g(4)    :     Excited v=1  5  4     B2u - Ground v=0  4  3 B2g
SymmetricTop Excited   4 10  2 Ground   3  4  1  1500.06616176        -               1.14032367543674    0.0000    :     rR1(3)    :     Excited v=1  4  2     E1u - Ground v=0  3  1 E1g
SymmetricTop Excited   3 10  2 Ground   2  4  1  1500.068152          -               0.31901013479936    0.0000    :     pR1(2)    :     Excited v=1  3  0    E1u - Ground v=0  2  1 E1g
SymmetricTop Excited   6 11  1 Ground   5  5  1  1500.073443          -               2.56321849125904    0.0000    :     rR4(5)    :     Excited v=1  6  5     E2u - Ground v=0  5  4 E2g
SymmetricTop Excited   5 11  3 Ground   4  5  2  1500.07476796        -               1.61674472127399    0.0000    :     rR2(4)    :     Excited v=1  5  3     E2u - Ground v=0  4  2 E2g
SymmetricTop Excited   4  7  1 Ground   3  1  1  1500.07675844        -               1.51437536256021    0.0000    :     rR0(3)    :     Excited v=1  4  1     A2u - Ground v=0  3  0 A2g
SymmetricTop Excited   6  8  1 Ground   5  2  1  1500.08304104        -               2.03939830919435    0.0000    :     rR3B1g(5)    :     Excited v=1  6  4     B1u - Ground v=0  5  3 B1g
SymmetricTop Excited   6  9  1 Ground   5  3  1  1500.08304104        -               2.03939830919435    0.0000    :     rR3B2g(5)    :     Excited v=1  6  4     B2u - Ground v=0  5  3 B2g
SymmetricTop Excited   5 10  2 Ground   4  4  1  1500.08503176        -               1.19812653828336    0.0000    :     rR1(4)    :     Excited v=1  5  2     E1u - Ground v=0  4  1 E1g
SymmetricTop Excited   4 10  3 Ground   3  4  1  1500.087688          -               0.456129470174698   0.0000    :     pR1(3)    :     Excited v=1  4  0    E1u - Ground v=0  3  1 E1g
